销售日期,扫码销售时间,单品编码,销量(千克),销售单价(元/千克),销售类型,是否打折销售
2023-06-29 00:00:00,15:08:16.358,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,15:08:55.28,102900005116714,0.502,11.2,销售,否
2023-06-29 00:00:00,15:08:58.382,102900005115762,0.536,3.4,销售,否
2023-06-29 00:00:00,15:08:59.898,102900005116899,0.32,16,销售,否
2023-06-29 00:00:00,15:09:07.24,102900011034330,1,5.5,销售,否
2023-06-29 00:00:00,15:09:07.644,102900011035078,0.18,20,销售,否
2023-06-29 00:00:00,15:15:24.104,102900011032251,1,3.5,销售,是
2023-06-29 00:00:00,15:15:24.987,102900005118824,0.313,16,销售,否
2023-06-29 00:00:00,15:15:25.417,102900051000944,0.385,26,销售,否
2023-06-29 00:00:00,15:15:25.635,102900011001691,0.351,14,销售,否
2023-06-29 00:00:00,15:15:35.311,102900011035078,0.2,20,销售,否
2023-06-29 00:00:00,15:16:07.889,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,15:16:09.889,102900011016701,0.271,5.2,销售,否
2023-06-29 00:00:00,15:16:35.983,102900005116714,0.538,11.2,销售,否
2023-06-29 00:00:00,15:16:42.686,102900005118824,0.326,16,销售,否
2023-06-29 00:00:00,15:16:44.389,102900005115786,0.298,3.4,销售,否
2023-06-29 00:00:00,15:16:57.733,102900011018132,0.767,26,销售,否
2023-06-29 00:00:00,15:17:59.759,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,15:19:21.014,102900005115250,0.23,24,销售,否
2023-06-29 00:00:00,15:19:49.475,102900005115786,0.655,3.4,销售,否
2023-06-29 00:00:00,15:19:49.918,102900011000328,0.585,12,销售,否
2023-06-29 00:00:00,15:22:41.389,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,15:25:35.288,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,15:25:36.512,102900011030110,1,6.8,销售,否
2023-06-29 00:00:00,15:25:54.389,102900011008164,0.354,4,销售,否
2023-06-29 00:00:00,15:25:56.342,102900011022764,0.217,12,销售,否
2023-06-29 00:00:00,15:26:00.092,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,15:26:02.967,102900011034026,0.522,14,销售,否
2023-06-29 00:00:00,15:26:05.311,102900011016701,0.33,5.2,销售,否
2023-06-29 00:00:00,15:26:15.873,102900011023464,0.271,5.2,销售,否
2023-06-29 00:00:00,15:29:09.185,102900005115946,0.319,6,销售,否
2023-06-29 00:00:00,15:32:13.955,102900051000944,0.874,26,销售,否
2023-06-29 00:00:00,15:33:08.207,102900051000944,0.497,26,销售,否
2023-06-29 00:00:00,15:34:36.569,102900005115823,0.465,8,销售,否
2023-06-29 00:00:00,15:38:46.186,102900011030110,1,6.8,销售,否
2023-06-29 00:00:00,15:39:16.045,106949711300259,1,2,销售,否
2023-06-29 00:00:00,15:40:06.983,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,15:43:26.992,102900011022764,0.293,12,销售,否
2023-06-29 00:00:00,15:44:12.006,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,15:49:38.7,102900005115762,0.327,3.4,销售,否
2023-06-29 00:00:00,15:55:25.014,106949711300259,1,2,销售,否
2023-06-29 00:00:00,15:57:36.233,102900011008164,0.278,4,销售,否
2023-06-29 00:00:00,15:57:36.437,102900005115946,0.302,6,销售,否
2023-06-29 00:00:00,16:00:43.267,102900005115762,0.744,3.4,销售,否
2023-06-29 00:00:00,16:02:25.591,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,16:02:25.772,102900011000328,0.36,12,销售,否
2023-06-29 00:00:00,16:06:37.777,102900005116714,0.35,11.2,销售,否
2023-06-29 00:00:00,16:09:50.319,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,16:09:50.491,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,16:09:51.245,102900005115250,0.146,24,销售,否
2023-06-29 00:00:00,16:11:53.225,102900011034026,0.537,14,销售,否
2023-06-29 00:00:00,16:14:41.498,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,16:15:18.623,102900005115823,0.503,8,销售,否
2023-06-29 00:00:00,16:15:30.373,102900005116257,0.638,6,销售,否
2023-06-29 00:00:00,16:15:54.206,102900011030110,1,6.8,销售,否
2023-06-29 00:00:00,16:15:54.641,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,16:18:12.342,102900005116257,0.52,6,销售,否
2023-06-29 00:00:00,16:18:13.91,102900011007969,0.273,9.2,销售,否
2023-06-29 00:00:00,16:18:15.022,102900005118824,0.345,16,销售,否
2023-06-29 00:00:00,16:18:45.483,106971533450003,1,3,销售,否
2023-06-29 00:00:00,16:20:56.772,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,16:21:24.304,102900011032732,0.273,18,销售,否
2023-06-29 00:00:00,16:21:24.928,102900005119975,0.273,4.8,销售,否
2023-06-29 00:00:00,16:21:58.297,102900005119975,0.273,4.8,销售,否
2023-06-29 00:00:00,16:21:58.516,102900005115823,0.352,8,销售,否
2023-06-29 00:00:00,16:21:58.935,102900005116714,0.251,11.2,销售,否
2023-06-29 00:00:00,16:21:59.151,102900011022764,0.226,12,销售,否
2023-06-29 00:00:00,16:22:51.217,106949711300259,1,2,销售,否
2023-06-29 00:00:00,16:24:25.639,106949711300259,1,2,销售,否
2023-06-29 00:00:00,16:25:46.225,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,16:25:47.509,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,16:25:47.703,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,16:26:04.264,102900005119975,0.273,4.8,销售,否
2023-06-29 00:00:00,16:28:06.799,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,16:28:07.438,102900005115823,0.339,8,销售,否
2023-06-29 00:00:00,16:28:08.116,102900005115250,0.188,24,销售,否
2023-06-29 00:00:00,16:28:08.335,106971533450003,1,3,销售,否
2023-06-29 00:00:00,16:31:24.86,106949711300259,1,2,销售,否
2023-06-29 00:00:00,16:33:44.248,102900005115823,0.352,8,销售,否
2023-06-29 00:00:00,16:34:11.419,102900011032022,1,2.8,销售,否
2023-06-29 00:00:00,16:34:11.561,102900005115250,0.184,24,销售,否
2023-06-29 00:00:00,16:34:11.606,102900011032022,1,2.8,销售,否
2023-06-29 00:00:00,16:35:02.951,102900005115250,0.384,24,销售,否
2023-06-29 00:00:00,16:35:05.842,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,16:35:48.739,102900011023464,0.504,5.2,销售,否
2023-06-29 00:00:00,16:42:12.451,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,16:42:14.639,102900011030110,1,6.8,销售,否
2023-06-29 00:00:00,16:44:13.589,102900005119975,0.357,4.8,销售,否
2023-06-29 00:00:00,16:49:41.524,102900011016701,0.62,5.2,销售,否
2023-06-29 00:00:00,16:49:49.726,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,16:49:57.136,102900011008164,0.379,4,销售,否
2023-06-29 00:00:00,16:53:36.186,102900005119975,0.567,4.8,销售,否
2023-06-29 00:00:00,16:54:23.786,102900011034026,0.494,14,销售,否
2023-06-29 00:00:00,16:54:25.065,102900011030110,1,6.8,销售,否
2023-06-29 00:00:00,16:54:52.807,102900011032022,1,2.8,销售,否
2023-06-29 00:00:00,16:54:53.22,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,16:55:40.043,102900005116714,0.448,11.2,销售,否
2023-06-29 00:00:00,16:56:20.664,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,16:58:33.889,102900011016701,0.271,5.2,销售,否
2023-06-29 00:00:00,17:00:41.278,102900005116714,0.842,11.2,销售,否
2023-06-29 00:00:00,17:00:41.68,102900005115250,0.288,24,销售,否
2023-06-29 00:00:00,17:01:27.462,102900005116899,0.257,16,销售,否
2023-06-29 00:00:00,17:05:35.686,106949711300259,1,2,销售,否
2023-06-29 00:00:00,17:08:42.038,102900005116257,0.671,6,销售,否
2023-06-29 00:00:00,17:08:42.226,102900011034330,1,5.5,销售,否
2023-06-29 00:00:00,17:09:52.463,102900011034026,0.615,14,销售,否
2023-06-29 00:00:00,17:14:16.583,102900005115762,0.506,3.4,销售,否
2023-06-29 00:00:00,17:14:18.862,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,17:14:25.336,102900005115762,0.595,3.4,销售,否
2023-06-29 00:00:00,17:14:25.749,102900005115762,0.714,3.4,销售,否
2023-06-29 00:00:00,17:15:34.796,102900005115779,0.469,9.2,销售,否
2023-06-29 00:00:00,17:15:35.384,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,17:20:45.123,102900011033982,0.512,9,销售,否
2023-06-29 00:00:00,17:20:59.975,102900011016701,0.33,5.2,销售,否
2023-06-29 00:00:00,17:21:00.769,102900011032848,1,4.8,销售,否
2023-06-29 00:00:00,17:22:32.592,102900011023464,0.252,5.2,销售,否
2023-06-29 00:00:00,17:23:35.461,106971533450003,1,3,销售,否
2023-06-29 00:00:00,17:23:56.748,102900011008164,0.732,4,销售,否
2023-06-29 00:00:00,17:25:02.582,102900011016701,0.562,5.2,销售,否
2023-06-29 00:00:00,17:26:23.636,102900005119975,0.252,4.8,销售,否
2023-06-29 00:00:00,17:26:26.458,102900005115779,0.404,9.2,销售,否
2023-06-29 00:00:00,17:26:26.662,102900011034026,0.458,14,销售,否
2023-06-29 00:00:00,17:27:55.592,106949711300259,1,2,销售,否
2023-06-29 00:00:00,17:28:18.014,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,17:29:35.855,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,17:30:22.336,102900011016701,0.601,5.2,销售,否
2023-06-29 00:00:00,17:30:22.786,102900005115250,0.196,24,销售,否
2023-06-29 00:00:00,17:30:24.145,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,17:30:24.351,102900005115779,0.437,9.2,销售,否
2023-06-29 00:00:00,17:30:28.12,102900005116899,0.526,16,销售,否
2023-06-29 00:00:00,17:30:42.96,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,17:30:53.842,102900011032732,0.228,18,销售,否
2023-06-29 00:00:00,17:31:03.392,102900005116714,0.457,11.2,销售,否
2023-06-29 00:00:00,17:31:03.622,102900005116257,0.587,6,销售,否
2023-06-29 00:00:00,17:31:08.842,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,17:32:12.759,102900011030110,1,6.8,销售,否
2023-06-29 00:00:00,17:32:56.592,102900011034026,0.393,14,销售,否
2023-06-29 00:00:00,17:33:33.889,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,17:35:35.639,102900005115250,0.167,24,销售,否
2023-06-29 00:00:00,17:36:31.467,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,17:36:38.625,102900005116714,0.358,11.2,销售,否
2023-06-29 00:00:00,17:36:38.835,102900005118824,0.15,16,销售,否
2023-06-29 00:00:00,17:37:13.242,102900051000944,0.358,26,销售,否
2023-06-29 00:00:00,17:38:18.907,102900011032732,0.278,18,销售,否
2023-06-29 00:00:00,17:38:19.33,102900051000944,0.566,26,销售,否
2023-06-29 00:00:00,17:38:33.611,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,17:38:33.791,102900005115779,0.742,9.2,销售,否
2023-06-29 00:00:00,17:39:10.971,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,17:39:42.098,102900005115779,0.229,9.2,销售,否
2023-06-29 00:00:00,17:39:42.938,102900005116714,0.305,11.2,销售,否
2023-06-29 00:00:00,17:40:06.715,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,17:40:07.309,102900005115250,0.217,24,销售,否
2023-06-29 00:00:00,17:40:34.902,102900011016701,0.33,5.2,销售,否
2023-06-29 00:00:00,17:40:59.248,102900005115823,0.389,8,销售,否
2023-06-29 00:00:00,17:42:16.307,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,17:42:16.478,102900005115779,0.197,9.2,销售,否
2023-06-29 00:00:00,17:42:53.725,102900005115779,0.164,9.2,销售,否
2023-06-29 00:00:00,17:44:58.762,102900011016701,0.64,5.2,销售,否
2023-06-29 00:00:00,17:46:10.226,102900005116714,0.358,11.2,销售,否
2023-06-29 00:00:00,17:47:20.807,102900005115946,0.352,6,销售,否
2023-06-29 00:00:00,17:47:24.155,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,17:47:27.011,102900005116509,0.42,6,销售,否
2023-06-29 00:00:00,17:50:47.076,102900005115762,0.476,3.4,销售,否
2023-06-29 00:00:00,17:51:13.248,102900011001691,0.459,14,销售,否
2023-06-29 00:00:00,17:51:23.03,102900011016701,0.523,5.2,销售,否
2023-06-29 00:00:00,17:52:03.326,102900051000463,1.202,5.2,销售,否
2023-06-29 00:00:00,17:52:25.686,102900005116257,0.587,6,销售,否
2023-06-29 00:00:00,17:52:28.405,102900011016701,0.426,5.2,销售,否
2023-06-29 00:00:00,17:53:10.139,102900005115762,0.714,3.4,销售,否
2023-06-29 00:00:00,17:53:31.43,102900011000328,0.309,12,销售,否
2023-06-29 00:00:00,17:53:31.63,102900011034026,0.465,14,销售,否
2023-06-29 00:00:00,17:53:49.998,102900011034026,0.558,14,销售,否
2023-06-29 00:00:00,17:54:20.087,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,17:54:20.478,102900011000328,0.393,12,销售,否
2023-06-29 00:00:00,17:55:48.139,102900011000328,0.351,12,销售,否
2023-06-29 00:00:00,17:56:30.041,102900051000944,0.428,26,销售,否
2023-06-29 00:00:00,17:56:30.686,102900011000328,0.385,12,销售,否
2023-06-29 00:00:00,17:58:55.703,102900011016701,0.155,5.2,销售,否
2023-06-29 00:00:00,17:58:56.106,102900011008164,0.303,4,销售,否
2023-06-29 00:00:00,18:00:46.521,102900011008164,0.328,4,销售,否
2023-06-29 00:00:00,18:00:51.11,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,18:00:51.693,106971533450003,1,3,销售,否
2023-06-29 00:00:00,18:00:51.882,106949711300259,1,2,销售,否
2023-06-29 00:00:00,18:00:52.9,102900005116714,0.341,11.2,销售,否
2023-06-29 00:00:00,18:00:53.147,102900005116899,0.295,16,销售,否
2023-06-29 00:00:00,18:09:28.873,102900011000328,0.452,12,销售,否
2023-06-29 00:00:00,18:10:21.339,102900011016701,0.174,5.2,销售,否
2023-06-29 00:00:00,18:11:43.712,106949711300259,1,2,销售,否
2023-06-29 00:00:00,18:13:27.864,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,18:14:54.956,102900005116714,0.457,11.2,销售,否
2023-06-29 00:00:00,18:15:06.842,102900005115762,0.506,3.4,销售,否
2023-06-29 00:00:00,18:15:20.57,106949711300259,1,2,销售,否
2023-06-29 00:00:00,18:16:53.451,102900011023464,0.252,5.2,销售,否
2023-06-29 00:00:00,18:17:00.495,106949711300259,1,2,销售,否
2023-06-29 00:00:00,18:17:00.858,102900005115762,0.357,3.4,销售,否
2023-06-29 00:00:00,18:17:31.72,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,18:18:41.986,106949711300259,1,2,销售,否
2023-06-29 00:00:00,18:20:25.78,102900005115250,0.18,24,销售,否
2023-06-29 00:00:00,18:21:50.031,102900011000328,0.301,12,销售,否
2023-06-29 00:00:00,18:22:59.18,102900011032022,1,2.8,销售,否
2023-06-29 00:00:00,18:22:59.366,102900011035078,0.235,20,销售,否
2023-06-29 00:00:00,18:24:51.848,102900005115823,0.465,8,销售,否
2023-06-29 00:00:00,18:25:45.842,102900011008164,0.303,4,销售,否
2023-06-29 00:00:00,18:28:41.852,102900011008164,0.354,4,销售,否
2023-06-29 00:00:00,18:30:05.217,102900011016701,0.31,5.2,销售,否
2023-06-29 00:00:00,18:31:45.022,102900011030097,1,4.5,销售,否
2023-06-29 00:00:00,18:33:33.267,106949711300259,1,2,销售,否
2023-06-29 00:00:00,18:33:42.561,102900011001691,2.242,14,销售,否
2023-06-29 00:00:00,18:34:10.826,102900011016701,0.775,5.2,销售,否
2023-06-29 00:00:00,18:34:14.405,102900005116899,0.721,16,销售,否
2023-06-29 00:00:00,18:34:21.162,102900005116714,0.358,11.2,销售,否
2023-06-29 00:00:00,18:34:21.39,102900005116257,0.302,6,销售,否
2023-06-29 00:00:00,18:34:40.446,102900005116899,0.633,16,销售,否
2023-06-29 00:00:00,18:34:41.753,102900005115779,0.262,9.2,销售,否
2023-06-29 00:00:00,18:34:41.982,102900011016701,0.31,5.2,销售,否
2023-06-29 00:00:00,18:36:36.069,102900011022764,0.234,12,销售,否
2023-06-29 00:00:00,18:37:16.541,102900005115823,0.352,8,销售,否
2023-06-29 00:00:00,18:38:37.576,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,18:41:47.436,102900011034026,0.501,14,销售,否
2023-06-29 00:00:00,18:43:59.008,102900005115946,0.369,6,销售,否
2023-06-29 00:00:00,18:45:14.015,102900005115762,0.298,3.4,销售,否
2023-06-29 00:00:00,18:47:06.329,102900005116899,0.389,8,销售,是
2023-06-29 00:00:00,18:50:44.647,102900005115946,0.369,6,销售,否
2023-06-29 00:00:00,18:51:09.186,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,18:52:12.131,102900005115250,0.184,24,销售,否
2023-06-29 00:00:00,18:54:22.139,102900011032732,0.273,18,销售,是
2023-06-29 00:00:00,18:57:38.667,102900005115250,0.113,24,销售,否
2023-06-29 00:00:00,18:59:56.363,102900005118824,0.269,16,销售,否
2023-06-29 00:00:00,19:09:30.664,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,19:09:31.018,102900011016701,0.407,5.2,销售,否
2023-06-29 00:00:00,19:09:31.216,102900011030059,1,4.5,销售,否
2023-06-29 00:00:00,19:09:33.235,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,19:09:50.44,102900011016701,0.271,5.2,销售,否
2023-06-29 00:00:00,19:11:35.475,102900005116714,0.556,11.2,销售,否
2023-06-29 00:00:00,19:13:27.915,102900005115250,0.113,24,销售,否
2023-06-29 00:00:00,19:14:35.799,102900011036686,1,2.3,销售,是
2023-06-29 00:00:00,19:14:35.911,102900005118824,0.363,8,销售,是
2023-06-29 00:00:00,19:17:06.764,102900011016701,0.252,5.2,销售,否
2023-06-29 00:00:00,19:17:16.059,102900011016701,0.155,5.2,销售,否
2023-06-29 00:00:00,19:27:15.072,106949711300259,1,2,销售,否
2023-06-29 00:00:00,19:27:15.397,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,19:31:28.269,102900051000944,0.451,13,销售,是
2023-06-29 00:00:00,19:32:54.238,102900011034330,1,5.5,销售,否
2023-06-29 00:00:00,19:32:54.409,102900011034330,1,5.5,销售,否
2023-06-29 00:00:00,19:32:55.495,102900011032732,0.267,10.8,销售,是
2023-06-29 00:00:00,19:42:47.717,102900011022764,0.627,12,销售,否
2023-06-29 00:00:00,19:42:48.948,102900011034026,0.458,8.4,销售,是
2023-06-29 00:00:00,19:45:53.842,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,19:49:29.436,102900005115250,0.217,24,销售,否
2023-06-29 00:00:00,19:51:11.275,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,19:53:21.375,102900005115250,0.142,24,销售,否
2023-06-29 00:00:00,19:55:13.092,102900011016701,0.233,5.2,销售,否
2023-06-29 00:00:00,19:56:13.336,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,20:01:22.774,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:01:40.64,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:05:40.271,102900011000328,0.284,12,销售,否
2023-06-29 00:00:00,20:05:40.635,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,20:06:03.576,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:08:17.323,106949711300259,1,1.2,销售,是
2023-06-29 00:00:00,20:09:42.975,102900005116714,1.057,11.2,销售,否
2023-06-29 00:00:00,20:09:50.682,102900011030097,1,2.7,销售,是
2023-06-29 00:00:00,20:20:18.055,102900011000328,0.527,12,销售,否
2023-06-29 00:00:00,20:21:11.852,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:21:12.59,102900011032022,1,1.7,销售,是
2023-06-29 00:00:00,20:22:01.42,102900011032732,0.284,18,销售,是
2023-06-29 00:00:00,20:22:03.583,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,20:22:03.794,102900011035078,0.25,20,销售,否
2023-06-29 00:00:00,20:22:04.022,102900011034330,1,3.3,销售,是
2023-06-29 00:00:00,20:23:53.962,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:23:54.082,102900011035078,0.21,12,销售,是
2023-06-29 00:00:00,20:23:54.219,102900011022764,0.351,12,销售,否
2023-06-29 00:00:00,20:26:10.631,102900011022764,0.46,12,销售,否
2023-06-29 00:00:00,20:29:14.554,102900011032732,0.239,9,销售,是
2023-06-29 00:00:00,20:29:22.56,102900011030097,1,2.7,销售,是
2023-06-29 00:00:00,20:30:33.261,102900011034026,0.637,8.4,销售,是
2023-06-29 00:00:00,20:32:15.619,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:34:18.017,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,20:35:36.511,106949711300259,1,1.2,销售,是
2023-06-29 00:00:00,20:36:33.498,102900005116257,0.52,6,销售,否
2023-06-29 00:00:00,20:37:37.358,102900011030059,1,2.7,销售,是
2023-06-29 00:00:00,20:38:50.81,102900011032251,1,5.9,销售,否
2023-06-29 00:00:00,20:41:45.182,102900011030097,1,2.7,销售,是
2023-06-29 00:00:00,20:43:35.161,102900011031100,1,5.8,销售,否
2023-06-29 00:00:00,20:48:53.858,102900011030097,1,4.5,销售,是
2023-06-29 00:00:00,20:48:58.467,102900011016701,0.349,5.2,销售,否
2023-06-29 00:00:00,20:50:51.963,102900011030110,1,4.1,销售,是
2023-06-29 00:00:00,20:50:52.085,102900011013274,1,4.1,销售,是
2023-06-29 00:00:00,20:54:34.076,102900005116899,0.639,16,销售,是
2023-06-29 00:00:00,20:54:40.764,102900011030059,1,4.5,销售,是
2023-06-29 00:00:00,20:56:01.731,102900011034026,0.451,14,销售,否
2023-06-29 00:00:00,20:59:35.504,102900011030110,1,4.1,销售,是
2023-06-29 00:00:00,20:59:35.609,102900011030110,1,4.1,销售,是
2023-06-29 00:00:00,21:02:05.509,106971533450003,1,1.8,销售,是
2023-06-29 00:00:00,21:02:06.06,102900005116899,0.545,8,销售,是
2023-06-29 00:00:00,21:04:32.414,102900011032848,1,2.9,销售,是
2023-06-29 00:00:00,21:07:05.842,106971533450003,1,3,销售,否
2023-06-29 00:00:00,21:11:26.748,102900011032022,1,2.8,销售,否
2023-06-29 00:00:00,21:14:17.669,102900011000328,0.401,12,销售,否
2023-06-29 00:00:00,21:27:50.395,102900005118831,1,6.8,销售,否
2023-06-29 00:00:00,21:33:27.748,102900011032732,0.278,18,销售,是
2023-06-29 00:00:00,21:36:36.967,102900005118824,0.414,16,销售,是
2023-06-29 00:00:00,21:41:45.345,102900011032732,0.245,9,销售,是
2023-06-29 00:00:00,21:43:42.623,102900011035078,0.195,20,销售,否
2023-06-29 00:00:00,21:47:31.858,102900011030110,1,6.8,销售,是
2023-06-30 00:00:00,09:11:18.326,102900005119975,0.357,4.8,销售,否
2023-06-30 00:00:00,09:12:51.045,102900005116714,0.376,11.2,销售,否
2023-06-30 00:00:00,09:15:04.91,102900005115823,0.352,8,销售,否
2023-06-30 00:00:00,09:15:05.132,102900005116714,0.484,11.2,销售,否
2023-06-30 00:00:00,09:15:05.347,102900011007969,0.284,9.2,销售,否
2023-06-30 00:00:00,09:16:09.889,102900011031100,1,5.8,销售,否
2023-06-30 00:00:00,09:16:24.467,102900011016701,0.349,5.2,销售,否
2023-06-30 00:00:00,09:17:16.701,102900005119975,0.357,4.8,销售,否
2023-06-30 00:00:00,09:18:27.201,102900005115762,0.536,3.4,销售,否
2023-06-30 00:00:00,09:20:17.936,102900011016701,0.407,5.2,销售,否
2023-06-30 00:00:00,09:20:53.172,102900005115786,0.298,3.4,销售,否
2023-06-30 00:00:00,09:21:15.701,102900011008164,0.354,4,销售,否
2023-06-30 00:00:00,09:22:30.842,102900005115786,0.327,3.4,销售,否
2023-06-30 00:00:00,09:22:32.78,102900011008164,0.379,4,销售,否
2023-06-30 00:00:00,09:22:43.38,106949711300259,1,2,销售,否
2023-06-30 00:00:00,09:26:23.764,102900011008164,0.303,4,销售,否
2023-06-30 00:00:00,09:31:52.436,102900005115786,0.357,3.4,销售,否
2023-06-30 00:00:00,09:33:01.811,102900005119975,0.672,4.8,销售,否
2023-06-30 00:00:00,09:35:24.405,102900005115786,0.446,3.4,销售,否
2023-06-30 00:00:00,09:35:57.8,102900011030059,1,5.8,销售,否
2023-06-30 00:00:00,09:35:58.547,102900005115786,0.387,3.4,销售,否
2023-06-30 00:00:00,09:36:18.72,102900005116714,0.977,11.2,销售,否
2023-06-30 00:00:00,09:36:43.03,102900005115786,0.446,3.4,销售,否
2023-06-30 00:00:00,09:38:19.623,102900011031100,1,5.8,销售,否
2023-06-30 00:00:00,09:40:01.536,102900005115786,0.357,3.4,销售,否
2023-06-30 00:00:00,09:40:03.789,102900011016701,0.252,5.2,销售,否
2023-06-30 00:00:00,09:41:07.155,102900011034439,1,5.8,销售,否
2023-06-30 00:00:00,09:41:34.592,102900011032022,1,2.8,销售,否
2023-06-30 00:00:00,09:41:37.326,102900011023464,0.581,5.2,销售,否
2023-06-30 00:00:00,09:44:58.717,102900011032022,1,2.8,销售,否
2023-06-30 00:00:00,09:45:01.592,102900011034439,1,5.8,销售,否
2023-06-30 00:00:00,09:46:03.833,102900051000463,0.485,5.2,销售,否
2023-06-30 00:00:00,09:47:12.792,102900005115250,0.125,24,销售,否
2023-06-30 00:00:00,09:47:13.478,102900005116714,0.511,11.2,销售,否
2023-06-30 00:00:00,09:47:14.352,102900005115762,0.506,3.4,销售,否
2023-06-30 00:00:00,09:47:14.57,102900011016701,0.271,5.2,销售,否
2023-06-30 00:00:00,09:48:08.272,106949711300259,1,2,销售,否
2023-06-30 00:00:00,09:48:09.045,102900011008164,0.732,4,销售,否
2023-06-30 00:00:00,09:49:01.405,102900011016701,0.33,5.2,销售,否
2023-06-30 00:00:00,09:49:11.542,102900011030059,1,5.8,销售,否
2023-06-30 00:00:00,09:51:39.965,102900005116714,1.039,11.2,销售,否
2023-06-30 00:00:00,09:52:55.36,102900011030097,1,4.5,销售,否
2023-06-30 00:00:00,09:54:14.896,102900011030110,1,6.8,销售,否
2023-06-30 00:00:00,09:55:24.576,102900011000328,0.61,12,销售,否
2023-06-30 00:00:00,09:55:27.933,102900011032251,1,5.9,销售,否
2023-06-30 00:00:00,09:57:24.108,102900005116714,0.403,11.2,销售,否
2023-06-30 00:00:00,09:57:34.027,102900011008164,0.707,4,销售,否
2023-06-30 00:00:00,09:57:42.394,102900011016701,0.213,5.2,销售,否
2023-06-30 00:00:00,09:58:24.436,102900011016701,1.221,5.2,销售,否
2023-06-30 00:00:00,10:00:36.639,102900005115250,0.221,24,销售,否
2023-06-30 00:00:00,10:01:19.204,102900011030059,1,5.8,销售,否
2023-06-30 00:00:00,10:01:19.854,102900005116714,0.376,11.2,销售,否
2023-06-30 00:00:00,10:01:51.941,102900005116257,0.688,6,销售,否
2023-06-30 00:00:00,10:02:06.882,102900011016701,0.349,5.2,销售,否
2023-06-30 00:00:00,10:02:07.095,102900005116714,0.385,11.2,销售,否
2023-06-30 00:00:00,10:02:07.486,102900011030110,1,6.8,销售,否
2023-06-30 00:00:00,10:04:40.025,102900011008164,0.682,4,销售,否
2023-06-30 00:00:00,10:04:40.248,102900011000328,0.477,12,销售,否
